customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5283-HVXZ,Female,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,112.02,5832.24,Yes
5402-BDHL,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.75,6525.68,No
1545-RZPF,Female,1,No,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,98.67,983.3,Yes
1552-UIKM,Female,0,Yes,No,72,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),90.3,6497.54,No
8723-DJVH,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),50.12,707.01,No
2913-NNNN,Male,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,102.25,4298.98,No
2802-AAAA,Male,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.75,4398.9,No
6182-OQUY,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,106.47,6810.84,No
5670-YUME,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,111.94,7046.84,No
8490-TFDB,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),96.89,969.1,Yes
2673-BDHL,Female,0,Yes,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,93.15,1661.33,Yes
2912-MKGC,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.22,3702.73,Yes
2734-RZPF,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,104.27,1982.71,No
5445-QWIU,Male,0,No,No,31,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),80.18,2489.42,No
3744-XRFT,Female,1,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,92.24,5629.2,No
7985-GSQO,Male,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),50.87,3054.82,No
9490-JBLV,Female,0,No,No,21,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,66.46,1384.77,No
7825-ZXTP,Female,0,Yes,No,47,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.27,3958.96,No
3567-YUME,Female,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,72.96,5036.4,No
2526-AAAA,Female,0,No,No,19,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.82,1802.1,Yes
8003-BDHL,Male,0,Yes,No,59,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,84.9,5010.27,No
7229-YUME,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,88.98,87.44,Yes
9056-UIKM,Female,0,Yes,No,56,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.29,3656.34,No
9228-SCWQ,Male,0,No,No,0,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),88.06,0.0,Yes
8804-DJVH,Female,0,No,No,46,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,70.73,3255.63,Yes
8737-DJVH,Female,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.47,1919.46,Yes
8349-JBLV,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,93.03,1945.75,Yes
2129-CGOW,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,110.85,6645.67,No
1235-VLRX,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.83,218.76,Yes
7671-NNNN,Male,0,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.11,0.0,No
4241-QWIU,Female,0,No,Yes,43,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.88,3690.29,Yes
7910-PTBJ,Female,0,Yes,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.87,1268.68,Yes
3159-MKGC,Female,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),50.46,3590.57,Yes
2930-FPJD,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,94.52,850.2,Yes
1693-FPJD,Male,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.3,690.45,Yes
5213-PTBJ,Male,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),47.03,2727.04,Yes
1575-LHZR,Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,116.71,3151.53,Yes
7941-JBLV,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,107.01,5663.59,Yes
1570-MKGC,Male,0,No,No,47,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.43,3973.26,Yes
3983-VLRX,Female,0,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,47.98,2736.6,Yes
5904-JBLV,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.57,1948.09,No
3196-RZPF,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.69,3747.4,No
8607-ZXTP,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),115.57,2426.3,Yes
9800-HVXZ,Female,0,No,No,0,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,63.57,0.0,No
3747-ZXTP,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),41.18,1772.44,No
9767-HVXZ,Male,1,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),89.54,5902.93,No
4935-IYEK,Female,0,No,Yes,57,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.85,6327.5,Yes
1726-FPJD,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,110.54,2871.71,No
3433-NNNN,Male,1,No,No,26,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),65.6,1701.18,Yes
8968-CGOW,Female,0,No,Yes,60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),94.93,5692.47,Yes
5970-PTBJ,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,49.66,44.08,Yes
4230-IYEK,Female,1,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,52.46,54.38,Yes
8980-MKGC,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,101.29,6480.76,No
7287-HVXZ,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,110.7,3535.96,No
1572-KESG,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,118.57,6166.34,No
8027-LHZR,Male,0,No,Yes,33,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),93.7,3097.33,No
6102-BDHL,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.04,236.3,Yes
3557-ZXTP,Female,0,No,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),45.78,1965.2,No
3800-CGOW,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),102.42,1022.87,Yes
1865-DJVH,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.59,1347.67,No
1142-IYEK,Female,0,No,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,83.76,2757.27,Yes
3479-BDHL,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,103.03,2778.73,Yes
9041-QWIU,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.16,2739.03,No
7901-CGOW,Female,0,No,No,34,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,107.75,3660.15,No
6398-PTBJ,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),101.23,99.65,No
7726-GSQO,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.11,437.61,Yes
6698-CGOW,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,111.4,3225.73,Yes
1754-NNNN,Male,0,No,No,54,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),74.58,4027.5,No
2154-RZPF,Male,0,Yes,No,16,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,71.68,1146.25,No
8116-JBLV,Male,1,No,No,67,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,65.3,4380.47,No
3569-DJVH,Female,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,91.97,186.85,Yes
3923-EMCS,Male,0,Yes,No,52,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,81.57,4240.64,No
3797-HVXZ,Female,0,Yes,Yes,30,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.56,2774.33,No
7781-NNNN,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.67,4545.61,Yes
5868-AAAA,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),110.92,5767.61,No
7748-LHZR,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,40.27,520.83,No
7200-MKGC,Female,0,No,No,68,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),73.94,5025.68,No
6031-DJVH,Female,0,No,No,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,94.38,4426.08,No
2466-XRFT,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.77,378.32,Yes
6797-IYEK,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),99.58,7166.38,No
2337-VLRX,Male,0,No,Yes,31,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.8,2007.09,Yes
3875-CGOW,Female,1,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),91.48,4660.63,Yes
4553-OQUY,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.39,4011.55,No
7911-PTBJ,Female,0,Yes,No,10,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),55.09,556.17,Yes
5986-FPJD,Female,0,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.33,2220.14,No
1075-KESG,Female,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),96.29,1349.52,No
5788-JBLV,Female,1,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),52.83,3641.36,No
2810-CGOW,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.0,603.93,Yes
6116-QWIU,Male,1,No,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,118.75,1662.69,Yes
1203-AAAA,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,110.3,3196.11,No
9378-VLRX,Female,0,No,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.34,5497.68,No
3523-YUME,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.54,7455.14,Yes
3643-BDHL,Female,1,Yes,No,57,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),78.23,4449.94,No
1961-EMCS,Male,1,Yes,No,43,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),73.46,3152.76,No
4530-RZPF,Female,0,No,Yes,36,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.27,2992.92,Yes
2708-HVXZ,Male,1,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,104.54,6593.21,No
6083-GSQO,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),39.76,2027.84,No
9320-XRFT,Male,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,56.5,1129.55,Yes
9587-HVXZ,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,100.55,2707.76,No
8367-GSQO,Male,0,No,No,48,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,79.96,3838.08,No
3736-SCWQ,Female,0,No,No,70,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,99.32,6953.22,Yes
7999-SCWQ,Female,0,No,No,27,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),100.14,2710.29,No
5150-TFDB,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,114.81,684.82,Yes
6541-SCWQ,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.95,2603.14,Yes
6166-JBLV,Male,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,88.27,5552.73,Yes
1754-MKGC,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),103.93,2278.1,Yes
9399-VLRX,Female,1,No,No,40,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.33,4137.36,Yes
4259-ZXTP,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),103.26,6294.06,No
6319-TFDB,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,111.83,1454.78,Yes
7364-AAAA,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,83.72,413.78,No
5492-VLRX,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,105.8,6457.7,Yes
3155-GSQO,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.23,823.74,Yes
9890-ZXTP,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,105.96,5290.92,Yes
9032-KESG,Female,1,Yes,No,37,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),56.07,2072.85,Yes
3198-TFDB,Male,1,Yes,Yes,19,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,62.22,1188.83,No
5615-AAAA,Male,1,No,Yes,51,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,83.66,4259.7,No
5270-GSQO,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),46.6,2614.9,No
4174-EMCS,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),102.06,6641.57,No
2733-AAAA,Female,0,Yes,No,20,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,61.86,1241.05,Yes
3972-OQUY,Female,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),51.29,3182.81,No
6276-YUME,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,109.69,5050.24,Yes
6510-ZXTP,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,98.06,197.22,No
2764-MKGC,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),41.54,909.65,No
8036-WOYI,Female,0,Yes,Yes,3,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,74.05,219.94,No
2742-WOYI,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),111.56,7022.69,Yes
8996-EMCS,Female,0,No,No,60,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),83.27,4989.7,No
6229-YUME,Female,1,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,107.73,2046.33,Yes
7774-SCWQ,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.76,536.32,No
1941-RZPF,Female,0,Yes,No,61,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.36,4892.0,Yes
7875-LHZR,Male,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.94,1674.86,No
6110-FPJD,Male,1,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,103.88,5297.55,No
8460-TFDB,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,107.67,3875.84,Yes
3843-UIKM,Female,0,No,No,50,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,73.75,3688.2,Yes
1129-EMCS,Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.73,2641.39,Yes
2164-RZPF,Male,1,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,50.44,2012.03,Yes
8568-EMCS,Female,0,Yes,No,51,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,81.53,4160.38,No
3961-FPJD,Male,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,82.97,751.3,Yes
7477-EMCS,Male,1,Yes,No,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.53,5260.66,Yes
1808-VLRX,Male,1,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),52.41,2825.27,No
2184-WOYI,Male,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,118.75,1900.14,No
4496-TFDB,Male,0,No,No,63,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,103.83,6547.92,No
8937-UIKM,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.75,8306.05,Yes
7899-DJVH,Male,1,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.76,2689.26,No
7274-FPJD,Female,0,No,No,16,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),80.63,1284.76,Yes
3137-PTBJ,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,95.19,3713.2,Yes
4786-LHZR,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),116.22,4182.98,No
7166-UIKM,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.05,1141.61,No
3349-XRFT,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.14,2460.35,Yes
1419-QWIU,Female,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),103.55,5482.65,No
3415-IYEK,Male,1,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.43,260.49,Yes
1471-EMCS,Female,0,No,Yes,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),95.39,4585.9,Yes
5008-IYEK,Female,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,53.53,2355.84,No
9468-LHZR,Female,0,No,No,68,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.58,5825.94,Yes
5444-EMCS,Female,1,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.57,4643.17,No
7500-OQUY,Female,0,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,48.58,1700.28,Yes
7858-DJVH,Female,0,Yes,No,51,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,62.1,3164.48,Yes
7016-KESG,Male,1,Yes,No,13,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,95.42,1242.31,No
7380-HVXZ,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,41.94,924.1,No
7628-EMCS,Female,0,No,No,11,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),91.4,1003.47,Yes
2100-NNNN,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),118.75,6405.61,No
1512-HVXZ,Female,0,Yes,Yes,22,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,66.12,1459.01,Yes
2887-RZPF,Female,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),105.94,3178.91,Yes
4893-JBLV,Female,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.08,2441.77,Yes
4605-KESG,Male,1,No,No,44,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),73.38,3226.43,Yes
6233-LHZR,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),104.8,1154.32,Yes
4153-GSQO,Female,0,No,No,44,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),69.34,3053.34,Yes
7677-DJVH,Female,0,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,81.45,5623.35,Yes
9243-PTBJ,Female,1,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,105.78,625.32,No
9690-YUME,Female,0,No,Yes,46,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,90.12,4151.07,Yes
5211-BDHL,Female,0,No,Yes,33,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Mailed check,81.33,2679.23,No
8257-LHZR,Male,0,Yes,No,37,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),89.46,3307.35,No
8548-NNNN,Male,0,No,No,41,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,81.71,3354.56,No
